descr|cat
коньяк пять звездочек, российский, 5- летний 40%, 0,5 л|8
конфеты микс мишка косолапый алёнка красная шапочка 700 г|7
кукурузные палочки cheetos, в ассортименте, 55 г|8
кофе черная карта, голд растворимый, 285 г|5
лапша биг ланч, в ассортименте, 90 г|5
конфеты коркунов ассорти 192 г|7
средства для ухода за полостью рта r.o.c.s.: - паста зубная, 74–94 г - щетка зубная|9
перец красный различные страны 1 кг|2
гель для устранения засора в трубах тирет, профэшнл, 500 мл|9
освежитель воздуха air wick freshmatic complete, автоматический, со сменным баллоном, 250 мл, в ассортименте|9
виски dewars 12 лет п/ у 0,7 л|8
гренки хрустеам, в ассортименте, 105 г|5
принадлежности постельные даргез эквадор, волокно на основе эвкалипта, чехол микрофибра: - подушка - одеяло|9
колбаса премиум, вареная, атяшево, 500 г|0
косметика для губ nivea: - бальзам, 4,8 г – 89,99 руб. - масло, 17 г – 149,99 руб.|9
прокладки discreet, ежедневные дышащие, 60 шт.|9
оборудование газовое портативное: - газ ecos: gc- 220, в баллоне, цанговый, от - 10 до + 35 °с, 220 г – 69,99 руб.; gc- 230, резьбовой – 209 руб. - плита energy gs- 200, с пьезоподжигом, регулятор пламени, защита от утечки, расход до 100 г/ час, мощность 2 квт, в чехле – 699 руб.|9
корм для кошек perfect fit в ассортименте 190 г- 1, 2 кг|9
чипсы lays, в ассортименте, 145 г|5
пудинг grand dessert 200 г в ассортименте|1
zinfandel barefoot красное полусухое вино сша, калифорния 0,75 л, цена/ цена кратная 6 бутылкам|8
лапша doshirak чан рамен, 120 г, в ассортименте|5
набор пельменей равиолло, 1400 г, в ассортименте|4
нектары и напитки любимый, в ассортименте, 1,93 л|9
ликер cointreau 1 л|8
шоколад kalev, 300 г: - молочный с изюмом и миндалем - темный с вишней|7
